,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,star,writer,year,ROI_pct,release_dt
2228,23585416,890000,Miramax,USA,Billy Bob Thornton,Drama,24475416,Sling Blade,R,3/14/1997,135,Billy Bob Thornton,Billy Bob Thornton,1996,2650.0467415730336,1997-03-14
2229,47001027,45000000,Digital Image Associates,USA,Jonathan Frakes,Action,92001027,First Contact,PG-13,11/22/1996,111,Patrick Stewart,Gene Roddenberry,1996,104.44672666666665,1996-11-22
2230,-6961550,9000000,Alliance Communications Corporation,Canada,David Cronenberg,Drama,2038450,Crash: Extra�os placeres,NC-17,3/21/1997,100,James Spader,J.G. Ballard,1996,-77.35055555555556,1997-03-21
2231,1569216,55000000,Warner Bros.,USA,Stuart Baird,Action,56569216,Executive Decision,R,3/15/1996,133,Kurt Russell,Jim Thomas,1996,2.85312,1996-03-15
2232,8854588,45000000,Regency Enterprises,USA,Ron Shelton,Comedy,53854588,Tin Cup,R,8/16/1996,135,Kevin Costner,John Norville,1996,19.676862222222223,1996-08-16
2233,-6439931,7000000,Columbia Pictures Corporation,USA,Wes Anderson,Comedy,560069,Bottle Rocket,R,2/21/1996,91,Luke Wilson,Owen Wilson,1996,-91.99901428571428,1996-02-21
2234,11757000,15000000,Motion Picture Corporation of America (MPCA),USA,Jason Bloom,Comedy,26757000,Bio-Dome,PG-13,1/12/1996,88,Pauly Shore,Adam Leff,1996,78.38000000000001,1996-01-12
2235,61189294,75000000,Walt Disney Pictures,USA,Stephen Herek,Adventure,136189294,101 Dalmatians,G,11/27/1996,103,Glenn Close,Dodie Smith,1996,81.58572533333334,1996-11-27
2236,16309115,3800000,Island Pictures,USA,Paris Barclay,Comedy,20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,1/12/1996,89,Shawn Wayans,Shawn Wayans,1996,429.1872368421052,1996-01-12
2237,-2055787,27000000,Rysher Entertainment,USA,Bobby Farrelly,Comedy,24944213,Kingpin,PG-13,7/26/1996,113,Woody Harrelson,Barry Fanaro,1996,-7.614025925925925,1996-07-26
2238,-9065242,38000000,Walt Disney Pictures,UK,Henry Selick,Animation,28934758,James and the Giant Peach,PG,4/12/1996,79,Paul Terry,Roald Dahl,1996,-23.8559,1996-04-12
2239,-701468,4500000,Dino De Laurentiis Company,USA,Lana Wachowski,Crime,3798532,Bound,R,10/4/1996,108,Jennifer Tilly,Lilly Wachowski,1996,-15.588177777777778,1996-10-04
2240,-6890257,40000000,Castle Rock Entertainment,USA,Andrew Bergman,Comedy,33109743,Striptease,R,6/28/1996,115,Demi Moore,Carl Hiaasen,1996,-17.2256425,1996-06-28
2241,79489203,26000000,Paramount Pictures,USA,Hugh Wilson,Comedy,105489203,The First Wives Club,PG,9/20/1996,103,Goldie Hawn,Olivia Goldsmith,1996,305.7277038461538,1996-09-20
2242,6671475,8500000,Paramount Pictures,USA,Tom Holland,Fantasy,15171475,Thinner,R,10/25/1996,93,Joe Mantegna,Stephen King,1996,78.48794117647058,1996-10-25
2243,-5632625,57000000,Universal Pictures,USA,Rob Cohen,Action,51367375,DragonHeart,PG-13,5/31/1996,103,Dennis Quaid,Patrick Read Johnson,1996,-9.881798245614034,1996-05-31
2244,74814019,54000000,Imagine Entertainment,USA,Tom Shadyac,Comedy,128814019,The Nutty Professor,PG-13,6/28/1996,95,Eddie Murphy,Jerry Lewis,1996,138.54447962962965,1996-06-28
2246,4305922,200000,Doug Liman Productions,USA,Doug Liman,Comedy,4505922,Swingers,R,4/11/1997,96,Vince Vaughn,Jon Favreau,1996,2152.9610000000002,1997-04-11
2247,13240295,47000000,Columbia Pictures Corporation,USA,Ben Stiller,Comedy,60240295,The Cable Guy,PG-13,6/14/1996,96,Jim Carrey,Lou Holtz Jr.,1996,28.170840425531914,1996-06-14
2248,-13585465,18000000,Castle Rock Entertainment,UK,Kenneth Branagh,Drama,4414535,Hamlet,PG-13,12/25/1996,242,Kenneth Branagh,William Shakespeare,1996,-75.47480555555556,1996-12-25
2249,-13240784,30000000,Universal Pictures,New Zealand,Peter Jackson,Comedy,16759216,Muertos de miedo,R,7/19/1996,110,Michael J. Fox,Fran Walsh,1996,-44.13594666666666,1996-07-19
2250,-5426670,10000000,Fiction Films,Italy,Bernardo Bertolucci,Drama,4573330,Stealing Beauty,R,6/14/1996,118,Jeremy Irons,Bernardo Bertolucci,1996,-54.2667,1996-06-14
2251,16201883,6000000,Miramax,UK,Douglas McGrath,Comedy,22201883,Emma,PG,8/30/1996,120,Gwyneth Paltrow,Jane Austen,1996,270.03138333333334,1996-08-30
2253,-24522635,50000000,Paramount Pictures,USA,John Carpenter,Action,25477365,Escape from L.A.,R,8/9/1996,101,Kurt Russell,John Carpenter,1996,-49.04527,1996-08-09
2254,-31671949,65000000,Forge,USA,Renny Harlin,Action,33328051,The Long Kiss Goodnight,R,10/11/1996,121,Geena Davis,Shane Black,1996,-48.726075384615385,1996-10-11
2257,13620973,45000000,American Zoetrope,USA,Francis Ford Coppola,Comedy,58620973,Jack,PG-13,8/9/1996,113,Robin Williams,James DeMonaco,1996,30.268828888888887,1996-08-09
2258,1295562,100000000,Kopelson Entertainment,USA,Chuck Russell,Action,101295562,Eraser,R,6/21/1996,115,Arnold Schwarzenegger,Tony Puryear,1996,1.2955619999999999,1996-06-21
2260,20770147,50000000,Twentieth Century Fox Film Corporation,USA,John Woo,Action,70770147,Broken Arrow,R,2/9/1996,108,John Travolta,Graham Yost,1996,41.540294,1996-02-09
2261,-24900000,45000000,Columbia Pictures Corporation,USA,Harold Ramis,Comedy,20100000,Multiplicity,PG-13,7/17/1996,117,Michael Keaton,Chris Miller,1996,-55.333333333333336,1996-07-17
2262,27049108,9000000,New Line Cinema,USA,F. Gary Gray,Action,36049108,Set It Off,R,11/6/1996,123,Jada Pinkett Smith,Takashi Bufford,1996,300.54564444444446,1996-11-06
2263,-10951628,25000000,Live Entertainment,USA,David Twohy,Sci-Fi,14048372,The Arrival,PG-13,5/31/1996,115,Charlie Sheen,David Twohy,1996,-43.806512,1996-05-31
2264,-16380595,55000000,Constellation Entertainment,Germany,Stephen Hopkins,Adventure,38619405,Garras,R,10/11/1996,110,Michael Douglas,William Goldman,1996,-29.7829,1996-10-11
2265,7781039,4100000,Rysher Entertainment,USA,Campbell Scott,Drama,11881039,Big Night,R,9/20/1996,109,Tony Shalhoub,Stanley Tucci,1996,189.78143902439024,1996-09-20
2267,573641,60000000,1492 Pictures,USA,Brian Levant,Comedy,60573641,Jingle All the Way,PG,11/22/1996,89,Arnold Schwarzenegger,Randy Kornfield,1996,0.9560683333333333,1996-11-22
2268,-5214397,31000000,Twentieth Century Fox Film Corporation,USA,David S. Ward,Comedy,25785603,Down Periscope,PG-13,3/1/1996,92,Kelsey Grammer,Hugh Wilson,1996,-16.82063548387097,1996-03-01
2270,56492681,80000000,Touchstone Pictures,USA,Ron Howard,Action,136492681,Ransom,R,11/8/1996,121,Mel Gibson,Cyril Hume,1996,70.61585124999999,1996-11-08
2271,-4952821,55000000,Hollywood Pictures,USA,Alan Parker,Biography,50047179,Evita,PG,1/10/1997,135,Madonna,Tim Rice,1996,-9.00512909090909,1997-01-10
2272,-49400000,67000000,Lone Wolf,USA,Walter Hill,Action,17600000,Last Man Standing,R,9/20/1996,101,Bruce Willis,Ry�z� Kikushima,1996,-73.73134328358208,1996-09-20
2273,72636382,32000000,Touchstone Pictures,USA,Jon Turteltaub,Drama,104636382,Phenomenon,PG,7/3/1996,123,John Travolta,Gerald Di Pego,1996,226.98869374999998,1996-07-03
2274,-10217492,23000000,Scott Rudin Productions,USA,Jerry Zaks,Drama,12782508,Marvin's Room,PG-13,2/28/1997,98,Meryl Streep,Scott McPherson,1996,-44.423878260869564,1997-02-28
2276,13031057,46000000,Davis Entertainment,USA,Edward Zwick,Action,59031057,Courage Under Fire,R,7/12/1996,116,Denzel Washington,Patrick Sheane Duncan,1996,28.328384782608694,1996-07-12
2277,-10285518,20000000,Miramax,USA,Woody Allen,Comedy,9714482,Everyone Says I Love You,R,1/17/1997,101,Woody Allen,Woody Allen,1996,-51.42759,1997-01-17
2278,-2777441,3000000,Green Parrot,USA,Paul Thomas Anderson,Crime,222559,Hard Eight,R,2/28/1997,102,Philip Baker Hall,Paul Thomas Anderson,1996,-92.58136666666667,1997-02-28
2279,30311509,5500000,Australian Film Finance Corporation (AFFC),Australia,Scott Hicks,Biography,35811509,Claroscuro,PG-13,2/14/1997,105,Geoffrey Rush,Jan Sardi,1996,551.1183454545454,1997-02-14
2280,-46976531,80000000,Davis Entertainment,USA,Rob Cohen,Action,33023469,Daylight,PG-13,12/6/1996,114,Sylvester Stallone,Leslie Bohem,1996,-58.72066375,1996-12-06
2281,-27699111,45000000,Paramount Pictures,USA,Simon Wincer,Action,17300889,The Phantom,PG,6/7/1996,100,Billy Zane,Lee Falk,1996,-61.55358,1996-06-07
2282,-338009,3300000,Eleventh Street Production,USA,Julian Schnabel,Biography,2961991,Basquiat,R,8/9/1996,108,Jeffrey Wright,Lech Majewski,1996,-10.24269696969697,1996-08-09
2283,5949219,3500000,Good Machine,USA,Edward Burns,Comedy,9449219,She's the One,R,8/23/1996,96,Edward Burns,Edward Burns,1996,169.9776857142857,1996-08-23
2285,-2704507,3000000,"Kushner-Locke Company, The",USA,Matthew Bright,Comedy,295493,Freeway,R,12/4/1997,104,Reese Witherspoon,Matthew Bright,1996,-90.15023333333333,1997-12-04
2286,8906039,18000000,Hollywood Pictures,USA,Rick Friedberg,Comedy,26906039,Spy Hard,PG-13,5/24/1996,81,Leslie Nielsen,Jason Friedberg,1996,49.47799444444445,1996-05-24
2287,-4405152,8000000,Amblin Entertainment,USA,David Koepp,Drama,3594848,The Trigger Effect,R,8/30/1996,94,Kyle MacLachlan,James Burke,1996,-55.0644,1996-08-30
2288,-8400000,30000000,MDP Worldwide,USA,Jean-Claude Van Damme,Action,21600000,The Quest,PG-13,4/26/1996,95,Jean-Claude Van Damme,Frank Dux,1996,-28.000000000000004,1996-04-26
2289,-36426209,55000000,TriStar Pictures,USA,Tony Scott,Action,18573791,The Fan,R,8/16/1996,116,Robert De Niro,Peter Abrahams,1996,-66.2294709090909,1996-08-16
2290,-7412145,13000000,Universal City Studios,USA,Gilbert Adler,Comedy,5587855,Bordello of Blood,R,8/16/1996,87,Dennis Miller,William M. Gaines,1996,-57.0165,1996-08-16
